      player_id         player_name  Tier  Final_agg_score  agg_PR_score  agg_RunD_score  Situational_score        apy                  Role    Est_APY    Pay_flag  Tier_APY_Z
211  00-0038106         E.Uwazurike     5         0.000000           NaN             NaN           1.000000   1.106468           Replacement   1.260900  FairlyPaid   -0.255531
212  00-0038405              T.Bell     5         0.000000           NaN             NaN           0.000000   0.960000           Replacement   1.260900  FairlyPaid   -0.321623
213  00-0034185         T.Lancaster     5         0.000000           NaN             NaN           0.000000   1.080000           Replacement   1.260900  FairlyPaid   -0.267475
214  00-0033963             T.Smart     5         0.000000           NaN             NaN           0.000000   1.125000           Replacement   1.260900  FairlyPaid   -0.247169
215  00-0035519              I.Mack     5         0.000000           NaN             NaN           4.000000   1.125000           Replacement   1.260900  FairlyPaid   -0.247169
216  00-0035390              A.Rush     5         0.000000           NaN             NaN           0.000000   0.358200           Replacement   1.260900  FairlyPaid   -0.593179
217  00-0035423              D.Wise     5         0.000000           NaN             NaN           0.000000   0.940000           Replacement   1.260900  FairlyPaid   -0.330648
218  00-0038939            B.Martin     5         0.000000           NaN             NaN           0.000000   0.234000           Replacement   1.260900  FairlyPaid   -0.649223
219  00-0038653            C.Durden     5         0.000000           NaN             NaN           0.000000   0.234000           Replacement   1.260900  FairlyPaid   -0.649223
220  00-0038634           N.Silvera     5         0.000000           NaN             NaN           0.000000   1.030000           Replacement   1.260900  FairlyPaid   -0.290036
221  00-0038661             C.Smith     5         0.000000           NaN             NaN           0.000000   1.075000           Replacement   1.260900  FairlyPaid   -0.269731
222  00-0039835           J.Eboigbe     5         0.000000           NaN             NaN           0.000000   1.214753           Replacement   1.260900  FairlyPaid   -0.206669
223  00-0039743         J.Jefferson     5         0.000000           NaN             NaN           7.000000   1.200769           Replacement   1.260900  FairlyPaid   -0.212979
224  00-0038694              B.Pili     5         0.000000           NaN             NaN           0.000000   1.030000           Replacement   1.260900  FairlyPaid   -0.290036
225  00-0038795         P.Mustipher     5         0.000000           NaN             NaN           0.000000   1.075000           Replacement   1.260900  FairlyPaid   -0.269731
226  00-0038584               J.Roy     5         0.000000           NaN             NaN           8.000000   0.972500           Replacement   1.260900  FairlyPaid   -0.315983
227  00-0039733         R.Orhorhoro     5         0.000000           NaN             NaN           0.000000   2.479032           Replacement   1.260900  FairlyPaid    0.363824
228  00-0033598             E.Ankou     5         0.000000           NaN             NaN           0.000000   1.132500           Replacement   1.260900  FairlyPaid   -0.243784
229  00-0032518            J.Zimmer     5         0.000000           NaN             NaN           0.000000   1.035000           Replacement   1.260900  FairlyPaid   -0.287780
230  00-0032967            V.Butler     5         0.000000           NaN             NaN           0.000000   1.080000           Replacement   1.260900  FairlyPaid   -0.267475
231  00-0030402            A.Spence     5         0.000000           NaN             NaN           0.000000   1.120000           Replacement   1.260900  FairlyPaid   -0.249425
232  00-0039031         A.Adebawore     5         0.000000           NaN             NaN           7.600000   1.159228           Replacement   1.260900  FairlyPaid   -0.231724
233  00-0039402           J.Crumedy     5         0.000000           NaN             NaN           5.000000   1.075000           Replacement   1.260900  FairlyPaid   -0.269731
234  00-0031947           T.Davison     5         0.000000           NaN             NaN           0.000000   1.120000           Replacement   1.260900  FairlyPaid   -0.249425
235  00-0039401              K.Boyd     5         0.000000           NaN             NaN           0.000000   1.049707           Replacement   1.260900  FairlyPaid   -0.281144
236  00-0039400             Z.Logue     5         0.000000           NaN             NaN           0.000000   1.136000           Replacement   1.260900  FairlyPaid   -0.242205
237  00-0039396             M.Wingo     5         0.000000           NaN             NaN           0.000000   1.051700           Replacement   1.260900  FairlyPaid   -0.280245
238  00-0032660            B.Bryant     5         0.000000           NaN             NaN           0.000000   1.010000           Replacement   1.260900  FairlyPaid   -0.299061
239  00-0034461            B.Hector     5         0.000000           NaN             NaN           5.000000   0.234000           Replacement   1.260900  FairlyPaid   -0.649223
240  00-0038572            Ca.Young     5         0.000000           NaN             NaN           0.000000   1.030000           Replacement   1.260900  FairlyPaid   -0.290036
241  00-0036767            A.Faoliu     5         0.000000           NaN             NaN           0.000000   0.216000           Replacement   1.260900  FairlyPaid   -0.657345
242  00-0037094              J.Ford     5         0.000000           NaN             NaN           0.000000   1.500000           Replacement   1.260900  FairlyPaid   -0.077954
243  00-0036289         R.Blacklock     5         0.000000           NaN             NaN           2.000000   1.170000           Replacement   1.260900  FairlyPaid   -0.226863
